en;ru;kk;translation_key;is_preload
A customer with such a BIN / IIN was not found;Клиент с таким БИН/ИИН не найден;Мұндай БСН/ЖСН-мен клиент табылмады;bin_not_found;0
Add category;Добавить категорию;Санатты қосу;provider_service_add_category;0
Service categories;Категории услуг;Қызмет санаттары;provider_service_categories;0
Name;Наименование;Атауы;provider_service_name;0
Full name;Полное наименование;Толық атауы;provider_service_full_name;0
Code;Код;Код;provider_service_full_code;0
Create category;Создать категорию;Санат жасау;provider_service_create_category;0
Edit Category;Редактировать Категорию;Санатты редакциялау;provider_service_edit_category;0
Top-level category;Категория верхнего уровня;Жоғарғы деңгей санаты;provider_service_upper_category;0
Payment services;Платежные услуги;Төлеу қызметтері;provider_service_payment_services;0
Web scraping tools of services ;Агрегаторы услуг;Қызмет агрегаторлары;provider_service_providers;0
Add an aggregator;Добавить Агрегатор;Агрегаторды қосу;provider_service_add_provider;0
Create aggregator;Создать Агрегатор;Агрегатор жасау;provider_service_create_provider;0
Edit Aggregator;Редактировать Агрегатор;Агрегаторды редакциялау;provider_service_edit_provider;0
The services;Услуги;Қызметтер;provider_service_services;0
Add service;Добавить услугу;Қызметті қосу;provider_service_add_service;0
Field name;Название поля;Жолдың атауы;provider_service_field_name;0
Hint;Хинт;Хинт;provider_service_hint;0
Field mask;Маска поля;Жолдың маскасы;provider_service_field_mask;0
Regular expression;Регулярное выражение;Тұрықты өрнек;provider_service_regex;0
field type;тип поля;Жол типі;provider_service_field_type;0
Link to the directory;Ссылка на справочник;Анықтамалыққа сілтеме;provider_service_ref_to_dict;0
Min field value;Мин значение поля;Жолдың мин мәні;provider_service_min_field_value;0
Max field value;Макс значение поля;Жолдың макс мәні;provider_service_max_field_value;0
Field index;Индекс поля;Жолдың индексі;provider_service_field_index;0
Create a service;Создание услуги;Қызмет жасау;provider_service_create_service;0
Editing a service;Редактирование услуги;Қызметтерді редакциялау;provider_service_edit_service;0
Category name  ;Название категории;Санаттың атауы;provider_service_category_name;0
Provider name;Название провайдера;Провайдердің атауы;provider_service_provider_name;0
Maximum payment amount;Максимальная сумма платежа;Төлемнің максималды ұзындығы;provider_service_max_amount;0
Minimum payment amount;Минимальная сумма платежа;Төлемнің минималды сомасы;provider_service_min_amount;0
