en;ru;kk;translation_key;output_channel
Reason of blocking;Бұғаттау себебі;Бұғаттау себебі;blocked_reason;W
Unblock reason;Причина разблокировки;Бұғаттан шығару себебі;unblock_reason;W
Place ID;ИД города;Қаланың коды;place_id;W
Custom request;Заявка;Өтінім;job_EXPORT_CUSTOM_REQUEST;W
Custom request state check;Проверка статусов заявок;Өтінімдердің мәртебелерін тексеру;job_CUSTOM_REQUEST_STATE_CHANGED;W
KNP with code already present;КНП с таким кодом уже существует;Коды осындай ТТК бар;knp_with_this_code_already_exist;W
Max length 60;Длина не должна превышать 60 символов;Ұзындық 60 таңбадан аспауы тиіс;validation.maxLength60;W
Field could not be empty;Поле не может быть пустым;Жолақ бос болмауы керек;validation.notEmpty;W
Server-side validation error;Ошибка валидации на стороне сервера;Сервер тарапынан тексеру қатесі;default_backend_validation_error;W
Request;Запрос;Сұратым;common.request;W
Save;Сохранить;Сақтау;common.save;W
Import new client;Импорт нового клиента;Жаңа клиентті импорттау;organizationsCreate_import;W
Status in DB;Статус в базе;Базадағы мәртебесі;common_status_in_db;W
Wrong document type;Неправильный тип документа;Қате құжат түрі;wrongDocumentType;W
Active;Активный;Белсенді;ps_Active;W
Letter to client;Письмо клиенту;Клиентке хат;letter_to;W
Mailing to the clients;Рассылка пользовательской группе;Пайдаланушы тобына жіберу;letter_distribution;W
Monetary transactions;Денежные операции;Ақшалай амалдар;navigation_transactions;W
All accounts;Счета;Шоттар;navigation_products;W
Client;Клиент;Клиент;common_organization;W
Account number, client name, client tax code;№ счёта, Клиент, ИН клиента;Шоттың №, Клиент, Клиенттің ЖН;accountNumberOrgNameOrgBin;W
Payers tax code;ИИН плательщика;Төлеушінің ЖСН;domTransfer_payerTaxCode;W
Client tax code;ИИН Клиента;Клиенттің ЖСН;common_orgTaxCode;W
Tax code;ИИН;ЖСН;common_TaxCode;W
Client tax code;ИН Клиента;Клиенттің ЖН;common_organization_tax_code;W
Ordering customer name;Имя плательщика;Т.А.Ә.;intTransfer_payerName;W
IIN;ИИН;ЖСН;intTransfer_payerCode;W
Loading;Загрузка;Қотару;mobile.loading;M
Mobile banking;Мобильный банкинг;Мобильді банкинг;mobile.banking;M
Login to your account;Вход в личный кабинет;Жеке кабинетке;mobile.login;M
Restore password;Восстановить пароль;Құпия сөзді қалпына келтіру;mobile.remindme;M
Menu;Меню;Мәзір;mobile.menu;M
Departments and ATMs;Отделения и банкоматы;Бөлімшелер және банкоматтар;mobile.departments;M
