"id";"ru";"translation_key"
4092;назад к логину;back_to_login
4093;Изменение телефона;personal_changingPhone
4094;Назад;common_back
4095;Поле не может начинаться с нуля;error_can_not_start_zero
4096;Поле должно быть 8 или 10 символов;error_wrong_tax_code
4097;Дата регистрации документа;document_registration_date
4098;Пояснительная информация;explanatoryInfo
4099;Идент. код плательщика, за которого выполняется платеж;thirdPartyTaxCode
4100;Код вида расчета;payment_code_type
4101;Серия/№ паспорта;serial_passport_number
4102;НДС;field_vat
4103;Правила автоавторизации платежей;autopayment_rules
4104;Запрещенные платежи;deniedpayment_rules
4105;Создание Правила автоавторизации платежей;autopayment_rules_create
4106;Редактирование Правила автоавторизации платежей;autopayment_rules_edit
4107;Удалить Правило автоавторизации платежей?;autopayment_rules_delete
4108;Создание Правила запрещенных платежей;denied_payment_rules_create
4109;Редактирование Правила запрещенных платежей;denied_payment_rules_edit
4110;Удалить Правило запрещенных платежей?;denied_payment_rules_delete
4111;Маска счета плательщика;payer_account_mask
4112;Маска счета получателя;recipient_account_mask
4113;Тип платежа;payment_type
4114;внутренний;payment_type_internal
4115;внешний;payment_type_external
4116;Неверный ключ счета;account_InvalidKey
4117;Правило уже существует;error.validation.accounts_pair.existed
4118;Должны быть заполнены все обязательные поля;error.validation.all_necessary_fields
4119;в;common.in
4120;Ваш персональный менеджер;chat.your_manager
4121;печатает;chat.typing
4122;Введите текст сообщения;chat.enter_message
4123;Редактирование дня;calendar_EditDay
4124;Редактирование календаря;calendarEditing
4125;Создание календаря;calendarCreating
4126;Понедельник;common.monday
4127;Вторник;common.tuesday
4128;Среда;common.wednesday
4129;Четверг;common.thursday
4130;Пятница;common.friday
4131;Субота;common.saturday
4132;Воскресенье;common.sunday
4133;Дата выполнения;execution_date
4134;День недели выполнения;execution_week_day
