en;ru;kk;translation_key;output_channel
SMPP USER;SMPP USER;SMPP USER;translation_36;W
SMPP PASSWORD;SMPP PASSWORD;SMPP PASSWORD;translation_37;W
SMPP TON;SMPP TON;SMPP TON;translation_38;W
SMPP NPI;SMPP NPI;SMPP NPI;translation_39;W
Blocking time;Время блокировки;Бұғаттау уақыты;property_USER_BLOCK_TIME;W
Your Data account is blocked by the bank manager. For details contact the bank;Ваша учетная запись была заблокирована администратором банка. Для уточнения деталей обратитесь в банк.;Сіздің есеп жазбаңыз банк әкімшісімен бұғатталған. Егжей-тегжейлерін нақтылау үшін банкке жүгініңіз.;login.adminBlock;W
Login should not be from the list;Логин не должен быть из списка;Логин тізімнен болмауы тиіс;errorLoginFromList;W
The number of incorrect passwords was exceeded! Your account has been temporarily suspended!;Превышено колличество ввода неверных паролей! Ваша учетная запись временно заблокирована!;Дұрыс емес құпиясөздер санын енгізу санынан асып кетті! Сізің есептік жазбаңыз уақытша бұғатталды!;login_morePass;W
The combination of characters does not match the password policy;Комбинация символов не соответствует парольной политике;Символдардың комбинациясы құпиясөз саясатына сәйкес келмейді;passPolicy;W
No more than 2 consecutive symbols;Не более 2-х повторяющихся подряд символов;Қатарынан 2 қайталанатын белгіден артық емес;passSequence;W
No more than 2 consecutive characters;Не более 2-х последовательных символов;Бірінен соң бірі 2 белгіден артық емес;passSeq2;W
Login and password should not be the same;Логин и пароль не должны совпадать;Логин мен құпиясөз сәйкес келмеуі тиіс;passNotTheSame;W
Password should be less;Пароль должен быть меньше;Құпиясөз кішірек болуы тиіс;passLessPass;W
Password should be longer than;Пароль должен быть больше;Құпиясөз үлкенірек болуы тиіс;passMorePass;W
The sender was not found with IIN;Отправитель не найден с ИИН;ЖСН-нен жөнелтуші табылған жоқ;mt_sender_invalid_inn;W
Value date should be more or equal to current date;дата валютирования должна быть больше или равна текущей дате;валюталау күні ағымдағы күннен артық немесе тең болуы тиіс;mt_invalid_value_date;W
MT100: invalid PSO;МТ100: неверный PSO;МТ100: дұрыс емес PSO;mt_invalid_pso;W
MT100: invalid VO;МТ100: неверный VO;МТ100: дұрыс емес VO;mt_invalid_vo;W
Cash currency shound be KZT;валюта денег должна быть KZT;ақша  валютасы КZT болуы тиіс;mt_invalid_currency;W
Is not owned by the customer with IIN;не пренадлежыт кастомеру с ИИН;ЖСН бар кастомеріне тиесілі емес;acc_not_for_inn;W
